# Exact ABI evidence class registry. Keep sorted by repository-relative path.
# source-only may run from the sealed source workspace; prepared-product requires admitted artifacts.
examples/dlopen/test.test.ts	prepared-product
host/test/abi-staging-mini-vfs.test.ts	prepared-product
host/test/abi-staging-product-builders.test.ts	prepared-product
host/test/abi-version.test.ts	prepared-product
host/test/accept-signal-guest.test.ts	prepared-product
host/test/advisory-lock-kernel.test.ts	prepared-product
host/test/advisory-lock-retry.test.ts	source-only
host/test/append-contract.test.ts	source-only
host/test/audio-integration.test.ts	prepared-product
host/test/audio-signal-interruption.test.ts	prepared-product
host/test/binary-resolver.test.ts	prepared-product
host/test/browser-cors-proxy.test.ts	source-only
host/test/browser-demo-cors-proxy.test.ts	source-only
host/test/browser-engine-detection.test.ts	source-only
host/test/browser-immediate-polyfill.test.ts	source-only
host/test/browser-kernel.test.ts	source-only
host/test/browser-lazy-fetcher.test.ts	source-only
host/test/browser-pcm-driver.test.ts	source-only
host/test/browser-wasm-fetch.test.ts	source-only
host/test/browser-worker-adapter.test.ts	source-only
host/test/catch-ref-fresh-worker.test.ts	prepared-product
host/test/centralized-spawn.test.ts	prepared-product
host/test/channel-listener-reclamation.test.ts	source-only
host/test/channel-listener-scheduling.test.ts	source-only
host/test/channel-scalar-contract.test.ts	source-only
host/test/chown-sentinel.test.ts	prepared-product
host/test/clock-id-validation.test.ts	prepared-product
host/test/clone-tid-authority.test.ts	source-only
host/test/closed-lazy-assets.test.ts	source-only
host/test/compiled-worker-entry.test.ts	prepared-product
host/test/connect-pending-retry.test.ts	source-only
host/test/cpp-throw-test.test.ts	prepared-product
host/test/datagram-wakeup.test.ts	source-only
host/test/deferred-worker-start.test.ts	source-only
host/test/demo-login-image.test.ts	source-only
host/test/derived-vfs-symlink.test.ts	prepared-product
host/test/dev-cors-proxy.test.ts	source-only
host/test/dev-fd-stat.test.ts	prepared-product
host/test/device-fs.test.ts	source-only
host/test/dinit-image-helpers.test.ts	prepared-product
host/test/dlopen-e2e.test.ts	prepared-product
host/test/dlopen-host-imports.test.ts	source-only
host/test/dri-cube-pyramid.test.ts	prepared-product
host/test/dri-dumb-roundtrip.test.ts	prepared-product
host/test/dri-kms-pageflip.test.ts	prepared-product
host/test/dri-kms-registry.test.ts	source-only
host/test/dri-kms-stats-sab.test.ts	source-only
host/test/dri-libdrm-kms.test.ts	prepared-product
host/test/dri-modeset.test.ts	prepared-product
host/test/dri-multiplex.test.ts	source-only
host/test/dri-registry.test.ts	source-only
host/test/dri-smoke.test.ts	prepared-product
host/test/dylink-fork-archive.test.ts	source-only
host/test/dylink.test.ts	source-only
host/test/environment-lifecycle.test.ts	prepared-product
host/test/exec-brk-base.test.ts	prepared-product
host/test/exec-retirement-marker.test.ts	source-only
host/test/exec-state-tracking.test.ts	source-only
host/test/exec.test.ts	prepared-product
host/test/fetch-backend.test.ts	source-only
host/test/fifo-lifecycle-guest.test.ts	prepared-product
host/test/file-shared-memory.test.ts	source-only
host/test/fork-abort-unwind.test.ts	source-only
host/test/fork-activation-registry.test.ts	source-only
host/test/fork-anyref-transit.test.ts	source-only
host/test/fork-artifact-gc-types.test.ts	source-only
host/test/fork-borrowed-replay.test.ts	source-only
host/test/fork-continuation.test.ts	source-only
host/test/fork-dlopen-replay-e2e.test.ts	prepared-product
host/test/fork-early-reference-provider.test.ts	source-only
host/test/fork-exception-provider.test.ts	source-only
host/test/fork-externref-host-parity.test.ts	source-only
host/test/fork-externref-import-mailbox.test.ts	source-only
host/test/fork-externref-process-owner.test.ts	source-only
host/test/fork-from-dlopen-side-module-e2e.test.ts	prepared-product
host/test/fork-from-thread.test.ts	prepared-product
host/test/fork-function-catalog.test.ts	source-only
host/test/fork-gc-codec.test.ts	source-only
host/test/fork-host-import-runtime.test.ts	source-only
host/test/fork-imported-globals.test.ts	source-only
host/test/fork-instrument-coverage.test.ts	prepared-product
host/test/fork-mechanism-trace.test.ts	source-only
host/test/fork-memory-clone-guest.test.ts	prepared-product
host/test/fork-module-state.test.ts	source-only
host/test/fork-process-continuation.test.ts	source-only
host/test/fork-reference-broker.test.ts	source-only
host/test/fork-reference-recipes.test.ts	source-only
host/test/fork-reference-segments.test.ts	source-only
host/test/fork-reference-transaction.test.ts	source-only
host/test/fork-replay-events.test.ts	source-only
host/test/fork-replay-gate.test.ts	source-only
host/test/fork-replay-host-parity.test.ts	source-only
host/test/fork-resume-catalog.test.ts	source-only
host/test/fork-save-buffer-overrun.test.ts	source-only
host/test/fork-static-root-catalog.test.ts	source-only
host/test/fork-unwind-transport.test.ts	source-only
host/test/fork-worker-import-exceptions.test.ts	source-only
host/test/framebuffer-browser-controls.test.ts	source-only
host/test/framebuffer-integration.test.ts	prepared-product
host/test/framebuffer-registry.test.ts	source-only
host/test/fstatat-empty-path.test.ts	prepared-product
host/test/gallery-descriptor.test.ts	source-only
host/test/gc-reference-state-fresh-worker.test.ts	prepared-product
host/test/generated-abi.test.ts	source-only
host/test/getaddrinfo.test.ts	prepared-product
host/test/getdents-boundary.test.ts	prepared-product
host/test/getpwent.test.ts	prepared-product
host/test/hardlink-graph.test.ts	source-only
host/test/homebrew-bottle-descriptor.test.ts	source-only
host/test/homebrew-bottle-mirror-browser.test.ts	source-only
host/test/homebrew-bottle-relocation.test.ts	source-only
host/test/homebrew-bottle-selection.test.ts	source-only
host/test/homebrew-flat-lazy-vfs-cli.test.ts	source-only
host/test/homebrew-flat-lazy-vfs-composer.test.ts	prepared-product
host/test/homebrew-flat-vfs-builder.test.ts	prepared-product
host/test/homebrew-flat-vfs-cli.test.ts	prepared-product
host/test/homebrew-flat-vfs-image.test.ts	prepared-product
host/test/homebrew-guest-layout.test.ts	source-only
host/test/homebrew-language-runtime-smoke.test.ts	prepared-product
host/test/homebrew-login-product.test.ts	source-only
host/test/homebrew-original-bottle-tree.test.ts	source-only
host/test/homebrew-product-inputs.test.ts	source-only
host/test/homebrew-public-bottle-verifier.test.ts	source-only
host/test/homebrew-runtime-layer-policy.test.ts	source-only
host/test/homebrew-runtime-support-materializer.test.ts	prepared-product
host/test/homebrew-runtime-support.test.ts	source-only
host/test/homebrew-support-data-bottle.test.ts	source-only
host/test/homebrew-vfs-builder.test.ts	prepared-product
host/test/homebrew-vfs-fetch.test.ts	source-only
host/test/homebrew-vfs-formula-layer.test.ts	source-only
host/test/homebrew-vfs-image-save.test.ts	prepared-product
host/test/homebrew-vfs-materialization-policy.test.ts	source-only
host/test/homebrew-vfs-planner.test.ts	source-only
host/test/host-adapter-manifest.test.ts	source-only
host/test/host-diagnostic-routing.test.ts	source-only
host/test/host-file-offset.test.ts	source-only
host/test/host-owned-process-reap.test.ts	prepared-product
host/test/host-process-pointer-width.test.ts	source-only
host/test/ifhwaddr.test.ts	prepared-product
host/test/image-owned-runtime-urls.test.ts	source-only
host/test/in-kernel-http-bounds.test.ts	source-only
host/test/in-kernel-http.test.ts	prepared-product
host/test/interactive-stdin.test.ts	prepared-product
host/test/ioctl-arg-size.test.ts	source-only
host/test/kernel-allocator-churn.test.ts	prepared-product
host/test/kernel-authority-boundary.test.ts	prepared-product
host/test/kernel-blocking-retry-snapshot.test.ts	source-only
host/test/kernel-clone-exit-entry.test.ts	source-only
host/test/kernel-detached-effect-protocol.test.ts	source-only
host/test/kernel-entry-context-audit.test.ts	source-only
host/test/kernel-entry-gate.test.ts	source-only
host/test/kernel-errno.test.ts	source-only
host/test/kernel-exec-entry.test.ts	source-only
host/test/kernel-export-failure-audit.test.ts	source-only
host/test/kernel-host-destroy.test.ts	prepared-product
host/test/kernel-initialization-lifetime.test.ts	source-only
host/test/kernel-ipc-shmat-entry.test.ts	source-only
host/test/kernel-large-transfer-protocol.test.ts	source-only
host/test/kernel-late-channel.test.ts	prepared-product
host/test/kernel-network-cleanup-entry.test.ts	source-only
host/test/kernel-process-registration-entry.test.ts	source-only
host/test/kernel-public-entry-roots.test.ts	source-only
host/test/kernel-public-scratch.test.ts	source-only
host/test/kernel-reservation-export-contract.test.ts	source-only
host/test/kernel-scratch-contract.test.ts	source-only
host/test/kernel-scratch-region.test.ts	source-only
host/test/kernel-scratch-runtime.test.ts	prepared-product
host/test/kernel-scratch-transfer-boundaries.test.ts	source-only
host/test/kernel-shared-memory-inheritance-entry.test.ts	source-only
host/test/kernel-teardown-pipe-entry.test.ts	source-only
host/test/kernel-telemetry-entry.test.ts	source-only
host/test/kernel-wasm-input-snapshot.test.ts	source-only
host/test/kernel-worker-copyback.test.ts	source-only
host/test/kernel-worker-entry-root-contract.test.ts	source-only
host/test/kernel.test.ts	prepared-product
host/test/lazy-archive.test.ts	source-only
host/test/lazy-prepared-io.test.ts	source-only
host/test/lazy-tree.test.ts	source-only
host/test/lazy-url.test.ts	source-only
host/test/lazy-vfs.test.ts	source-only
host/test/locale-info.test.ts	prepared-product
host/test/login.test.ts	prepared-product
host/test/lseek-invalid-guest.test.ts	prepared-product
host/test/mariadb-image-helpers.test.ts	prepared-product
host/test/mariadb-test-source-copy.test.ts	prepared-product
host/test/mmap-file.test.ts	prepared-product
host/test/mmap-shared.test.ts	prepared-product
host/test/mmap-tracking.test.ts	source-only
host/test/mouse-integration.test.ts	source-only
host/test/multi-worker.test.ts	prepared-product
host/test/native-open-create-race.test.ts	source-only
host/test/network-hostname.test.ts	source-only
host/test/node-demo-workspace.test.ts	prepared-product
host/test/node-host-mounts.test.ts	prepared-product
host/test/node-host-vfs-only-metadata.test.ts	source-only
host/test/node-image-runtime.test.ts	prepared-product
host/test/node-kernel-fatal.test.ts	prepared-product
host/test/node-kernel-host-diagnostic.test.ts	prepared-product
host/test/node-kernel-init-seal.test.ts	prepared-product
host/test/node-kernel-pipe-proxy.test.ts	prepared-product
host/test/node-lazy-archive-runtime.test.ts	prepared-product
host/test/node-pcm-driver.test.ts	source-only
host/test/node-platform-io-uid-gid.test.ts	source-only
host/test/node-process-teardown-ordering.test.ts	source-only
host/test/node-rootfs-export.test.ts	prepared-product
host/test/node-worker-adapter.test.ts	prepared-product
host/test/non-pty-stdio.test.ts	prepared-product
host/test/nosuid-exec.test.ts	source-only
host/test/opcache-prewarm.test.ts	prepared-product
host/test/opfs-channel.test.ts	source-only
host/test/opfs-readdir-atomicity.test.ts	source-only
host/test/optional-demo-vfs.test.ts	source-only
host/test/ordinary-process-exit.test.ts	prepared-product
host/test/package-deferred-tree.test.ts	source-only
host/test/package-runtime-file.test.ts	prepared-product
